Restaurant_id,Name,Cuisine_type,City,Rating,Open_date
REST23481,Sweet Treats,Chinese,Chennai,3.8,8/4/2024
REST25139,Spice Hub,Italian,Hyderabad,1.5,11/14/2019
REST46443,Noodle Point,Chinese,Hyderabad,1.3,6/11/2017
REST29642,Burger Barn,Mediterranean,Kolkata,2.1,1/14/2024
REST00839,Burger Barn,Indian,Ahmedabad,3.7,8/23/2018
REST31275,Sweet Treats,Continental,Mumbai,1.9,6/13/2021
REST02620,Grill House,Chinese,Ahmedabad,3.5,1/28/2018
REST08877,Grill House,Japanese,Delhi,2.8,2/26/2018
REST44097,Burger Barn,Italian,Ahmedabad,3.8,8/2/2017
REST43781,Grill House,Italian,Hyderabad,3.6,9/22/2016
REST15421,Sandwich Stop,Mediterranean,Mumbai,2.5,7/2/2018
REST13673,Spice Hub,Mediterranean,Delhi,4.5,8/10/2023
REST30140,Pasta Point,Mediterranean,Hyderabad,3.4,4/2/2016
REST24642,Tasty Corner,Continental,Bangalore,3.9,1/7/2024
REST38669,Grill House,Italian,Pune,1.6,1/1/2023
REST24219,Noodle Point,Chinese,Hyderabad,3.7,1/6/2017
REST35408,Burger Barn,Chinese,Kolkata,1.7,4/9/2017
REST02001,Noodle Point,Italian,Ahmedabad,5,12/18/2023
REST33422,Seafood Shack,Japanese,Hyderabad,1.4,8/15/2024
REST04928,Burger Barn,Mexican,Bangalore,2.7,11/9/2016
REST36671,Spice Hub,Mexican,Bangalore,4.3,5/21/2021
REST45258,Burger Barn,Mexican,Pune,3,12/24/2022
REST44924,Burger Barn,Mediterranean,Kolkata,5,9/19/2018
REST06478,Pasta Point,Mediterranean,Pune,1.7,7/24/2018
REST16520,Biryani House,Continental,Bangalore,3.7,6/21/2023
REST01251,Food Fiesta,Continental,Chennai,3.6,10/25/2019
REST14534,Noodle Point,Mediterranean,Pune,3.1,8/1/2017
REST14819,Sushi Station,Mediterranean,Hyderabad,3.3,12/24/2023
REST15294,Salad Shack,Chinese,Bangalore,2.9,3/7/2019
REST25318,Sandwich Stop,Indian,Kolkata,1,6/19/2020
REST18508,Noodle Point,Japanese,Chennai,4.3,3/13/2016
REST23332,Noodle Point,Italian,Chennai,4.7,12/12/2024
REST21471,Tasty Corner,Indian,Ahmedabad,4,6/4/2018
REST27728,Sweet Treats,Mexican,Chennai,3.4,7/7/2016
REST02800,Sandwich Stop,Indian,Kolkata,2.2,1/6/2022
REST11449,Tasty Corner,Chinese,Pune,1.1,4/14/2018
REST00992,Food Fiesta,Chinese,Kolkata,1.3,9/7/2016
REST34192,Burger Barn,Continental,Pune,1,5/4/2024
REST42290,Seafood Shack,Mexican,Pune,4,6/15/2018
REST04444,Food Fiesta,Japanese,Ahmedabad,4.7,7/27/2020
REST31362,Pizza Palace,Continental,Kolkata,4.8,7/9/2022
REST05204,Biryani House,Indian,Kolkata,4.4,7/18/2023
REST42972,Sushi Station,Continental,Ahmedabad,4.7,1/4/2018
REST13004,Burger Barn,Mexican,Chennai,1.7,9/23/2022
REST26179,Grill House,Mexican,Pune,2.2,7/10/2020
REST26430,Biryani House,Continental,Pune,2.9,5/14/2019
REST46429,Pizza Palace,Mexican,Pune,5,10/18/2024
REST49280,Seafood Shack,Continental,Ahmedabad,2.2,7/17/2018
REST30186,Pasta Point,Japanese,Delhi,2.8,7/27/2022
REST19711,Spice Hub,Continental,Delhi,2.8,6/16/2019
REST02750,Noodle Point,Mediterranean,Pune,2.5,12/26/2017
REST11009,Biryani House,Chinese,Delhi,3.1,4/2/2017
REST00942,Sandwich Stop,Indian,Chennai,1.9,3/22/2022
REST00081,Salad Shack,Continental,Mumbai,4.1,6/4/2018
REST39732,Pasta Point,Mediterranean,Mumbai,4,7/28/2023
REST11691,Noodle Point,Mexican,Mumbai,4.9,12/26/2018
REST32888,Tasty Corner,Japanese,Delhi,3.9,3/5/2022
REST22660,Sandwich Stop,Chinese,Hyderabad,3.6,6/4/2023
REST16322,Seafood Shack,Mediterranean,Hyderabad,2.2,2/16/2022
REST36339,Salad Shack,Indian,Ahmedabad,4.2,7/27/2021
REST39208,Spice Hub,Mexican,Mumbai,1.4,8/14/2020
REST21243,Food Fiesta,Italian,Pune,1.9,9/8/2024
REST36218,Seafood Shack,Mexican,Bangalore,4.2,7/13/2021
REST28900,Salad Shack,Chinese,Hyderabad,1.8,7/21/2017
REST13856,Cafe Delight,Chinese,Ahmedabad,2.3,10/11/2017
REST45439,Pasta Point,Mediterranean,Hyderabad,2.4,7/16/2018
REST41263,Sushi Station,Chinese,Delhi,3.3,12/13/2018
REST06257,Burger Barn,Japanese,Delhi,1.3,7/22/2023
REST01619,Salad Shack,Japanese,Delhi,4.1,10/28/2021
REST22798,Sushi Station,Continental,Delhi,3,5/19/2017
REST12552,Salad Shack,Italian,Bangalore,2.8,2/27/2016
REST07379,Cafe Delight,Japanese,Chennai,1.3,1/7/2024
REST07468,Biryani House,Italian,Hyderabad,1.5,7/28/2019
REST29118,Sweet Treats,Mediterranean,Delhi,1.5,8/15/2023
REST28641,Sushi Station,Mediterranean,Pune,5,1/8/2022
REST27275,Cafe Delight,Chinese,Kolkata,1.3,3/14/2016
REST19974,Seafood Shack,Continental,Hyderabad,2.2,9/9/2021
REST30381,Sandwich Stop,Chinese,Bangalore,4.7,5/12/2017
REST35331,Sushi Station,Mexican,Pune,2.5,10/26/2016
REST31173,Tasty Corner,Chinese,Delhi,1.4,8/13/2022
REST08583,Sandwich Stop,Japanese,Hyderabad,1.4,4/25/2020
REST39020,Burger Barn,Mediterranean,Delhi,4.3,8/16/2018
REST00412,Sushi Station,Japanese,Mumbai,1.3,4/20/2024
REST18300,Salad Shack,Continental,Bangalore,3.2,10/27/2020
REST21478,Pasta Point,Mexican,Chennai,3.6,9/1/2017
REST09776,Biryani House,Italian,Mumbai,3,11/23/2024
REST30261,Sushi Station,Italian,Delhi,4.9,2/24/2023
REST06417,Salad Shack,Mediterranean,Kolkata,2.3,8/3/2022
REST28454,Cafe Delight,Mediterranean,Chennai,4.6,4/15/2018
REST21135,Grill House,Chinese,Hyderabad,3.6,1/6/2024
REST32671,Tasty Corner,Italian,Chennai,3.9,1/7/2019
REST36492,Noodle Point,Mexican,Kolkata,1.8,3/8/2023
REST13554,Noodle Point,Indian,Ahmedabad,3.6,4/8/2024
REST48493,Pasta Point,Indian,Kolkata,4.7,8/20/2016
REST41299,Tasty Corner,Continental,Bangalore,1.9,4/10/2021
REST41469,Pizza Palace,Mexican,Kolkata,1.5,4/15/2023
REST08228,Tasty Corner,Japanese,Ahmedabad,2.5,11/9/2020
REST38002,Spice Hub,Chinese,Bangalore,2.8,1/23/2022
REST49812,Pasta Point,Mexican,Bangalore,2.2,5/27/2017
REST47933,Pizza Palace,Mediterranean,Mumbai,2.1,2/18/2023
REST46345,Grill House,Japanese,Ahmedabad,1.5,2/18/2024
REST22951,Spice Hub,Japanese,Mumbai,3.8,1/25/2021
REST37642,Sushi Station,Mediterranean,Bangalore,2.8,9/28/2018
REST27168,Cafe Delight,Mexican,Delhi,3.4,1/1/2019
REST04181,Salad Shack,Indian,Mumbai,3.1,11/3/2016
REST03464,Grill House,Italian,Mumbai,4.3,8/3/2022
REST38385,Grill House,Chinese,Chennai,3.8,1/23/2021
REST07824,Sandwich Stop,Mexican,Mumbai,4.2,12/1/2017
REST31397,Spice Hub,Mediterranean,Chennai,3.9,10/10/2022
REST25899,Sweet Treats,Mexican,Hyderabad,2.9,11/28/2021
REST32481,Food Fiesta,Italian,Delhi,1.2,7/12/2020
REST39721,Grill House,Italian,Hyderabad,4.6,7/2/2020
REST24101,Spice Hub,Mexican,Chennai,4.8,1/6/2021
REST37401,Pizza Palace,Mediterranean,Kolkata,3.9,10/6/2016
REST29210,Grill House,Chinese,Ahmedabad,4.6,12/13/2019
REST16301,Spice Hub,Mexican,Hyderabad,2.2,7/17/2023
REST05844,Seafood Shack,Chinese,Pune,1.7,3/7/2016
REST45760,Burger Barn,Japanese,Kolkata,1.4,7/19/2017
REST33251,Pizza Palace,Italian,Ahmedabad,2.6,12/18/2020
REST48245,Pizza Palace,Mediterranean,Mumbai,4.4,12/18/2021
REST36501,Pasta Point,Japanese,Ahmedabad,3.5,3/24/2019
REST14642,Burger Barn,Mexican,Bangalore,3.4,7/19/2023
REST04540,Biryani House,Indian,Bangalore,2.1,7/22/2024
REST12286,Cafe Delight,Indian,Ahmedabad,3.3,5/21/2018
REST45013,Burger Barn,Mediterranean,Chennai,1.9,10/25/2022
REST02759,Pasta Point,Japanese,Delhi,1,12/1/2017
REST16042,Salad Shack,Mediterranean,Chennai,3,3/15/2016
REST32039,Sandwich Stop,Indian,Delhi,3.8,5/10/2019
REST07375,Sweet Treats,Japanese,Delhi,1.3,1/26/2023
REST22369,Cafe Delight,Indian,Ahmedabad,3.1,2/2/2021
REST22035,Burger Barn,Indian,Mumbai,5,3/13/2020
REST23161,Salad Shack,Italian,Hyderabad,1.7,10/28/2018
REST39319,Spice Hub,Continental,Kolkata,3.9,8/12/2024
REST26411,Burger Barn,Italian,Pune,2.7,5/5/2022
REST31149,Spice Hub,Indian,Pune,4.9,10/14/2016
REST44450,Burger Barn,Mexican,Ahmedabad,2.3,7/17/2024
REST02214,Burger Barn,Chinese,Hyderabad,2.5,11/8/2020
REST48989,Spice Hub,Japanese,Ahmedabad,1.1,7/19/2021
REST42651,Burger Barn,Continental,Bangalore,4.3,11/13/2017
REST37154,Biryani House,Japanese,Chennai,4.5,10/10/2016
REST21967,Salad Shack,Continental,Bangalore,3,9/10/2016
REST01872,Burger Barn,Continental,Ahmedabad,3.5,7/5/2022
REST13408,Salad Shack,Italian,Delhi,3.2,6/2/2018
REST11945,Cafe Delight,Mediterranean,Delhi,1.1,4/1/2021
REST39704,Biryani House,Japanese,Pune,4,9/1/2024
REST29229,Seafood Shack,Indian,Kolkata,4.9,1/15/2024
REST17306,Sandwich Stop,Chinese,Kolkata,5,9/6/2019
REST26730,Food Fiesta,Indian,Chennai,5,10/18/2020
REST20618,Noodle Point,Continental,Ahmedabad,2.5,4/5/2019
REST29990,Burger Barn,Mexican,Pune,4.7,11/8/2020
REST04719,Pasta Point,Indian,Ahmedabad,1.6,11/20/2018
REST44959,Cafe Delight,Chinese,Bangalore,2.5,1/21/2021
REST38333,Sushi Station,Japanese,Bangalore,5,3/11/2022
REST23128,Burger Barn,Continental,Bangalore,3.2,1/20/2017
REST29630,Pasta Point,Continental,Bangalore,1.7,1/20/2024
REST14569,Salad Shack,Mexican,Mumbai,3.4,6/25/2018
REST14271,Pizza Palace,Indian,Delhi,2.5,4/26/2024
REST08371,Sushi Station,Mediterranean,Delhi,3.3,1/23/2020
REST30372,Sushi Station,Indian,Chennai,4.2,2/25/2024
REST49669,Sandwich Stop,Indian,Kolkata,3,9/28/2019
REST27909,Burger Barn,Continental,Delhi,4.2,6/12/2022
REST22926,Salad Shack,Chinese,Pune,4.3,3/6/2024
REST20025,Tasty Corner,Indian,Delhi,4,2/3/2022
REST44629,Cafe Delight,Italian,Hyderabad,4.8,4/2/2016
REST11502,Sandwich Stop,Indian,Kolkata,1.7,9/15/2024
REST29389,Pasta Point,Indian,Pune,1.1,11/8/2018
REST40782,Tasty Corner,Continental,Ahmedabad,4.5,9/15/2019
REST32460,Food Fiesta,Mexican,Mumbai,5,7/15/2024
REST09083,Seafood Shack,Chinese,Delhi,3,12/6/2018
REST30796,Spice Hub,Japanese,Kolkata,1.7,1/20/2022
REST49410,Sushi Station,Indian,Ahmedabad,2.8,9/18/2023
REST46897,Pasta Point,Mediterranean,Delhi,1.5,8/27/2024
REST39596,Biryani House,Italian,Ahmedabad,2.3,12/23/2022
REST17819,Sandwich Stop,Mexican,Delhi,3.3,8/21/2016
REST39433,Food Fiesta,Indian,Bangalore,3.4,3/3/2018
REST11082,Noodle Point,Continental,Bangalore,4.2,12/22/2016
REST11172,Sandwich Stop,Indian,Kolkata,2.2,2/23/2021
REST18918,Pasta Point,Mediterranean,Ahmedabad,3.3,6/7/2022
REST19138,Grill House,Italian,Chennai,3.8,3/14/2021
REST16932,Noodle Point,Mexican,Delhi,3.6,7/5/2022
REST23534,Burger Barn,Japanese,Bangalore,3.7,2/6/2020
REST25608,Noodle Point,Italian,Pune,3.9,2/4/2016
REST20688,Cafe Delight,Mexican,Delhi,4.4,3/12/2018
REST39320,Noodle Point,Mediterranean,Hyderabad,1.5,10/26/2023
REST31665,Tasty Corner,Continental,Kolkata,4.2,2/17/2020
REST24346,Food Fiesta,Indian,Kolkata,1.8,7/6/2018
REST32606,Burger Barn,Mexican,Pune,4.3,9/13/2021
REST34276,Noodle Point,Continental,Pune,2.1,1/22/2020
REST49290,Tasty Corner,Indian,Pune,3.3,6/4/2016
REST45922,Pizza Palace,Mediterranean,Pune,4.9,6/17/2017
REST02504,Pizza Palace,Indian,Kolkata,2.6,12/16/2022
REST29356,Pasta Point,Japanese,Chennai,1.2,4/16/2021
REST00553,Burger Barn,Continental,Delhi,2.7,7/2/2024
REST07137,Biryani House,Continental,Ahmedabad,2.9,3/15/2023
REST10483,Sandwich Stop,Japanese,Delhi,3.1,3/1/2019
REST08878,Sandwich Stop,Japanese,Bangalore,4.7,12/21/2016
REST49556,Salad Shack,Italian,Chennai,2.9,1/21/2017
REST20735,Noodle Point,Mediterranean,Mumbai,3.8,6/12/2016
REST14238,Sushi Station,Italian,Chennai,1,1/16/2018
REST23662,Tasty Corner,Indian,Delhi,3.8,9/7/2021
REST24204,Sweet Treats,Mediterranean,Kolkata,1.4,2/4/2020
REST15815,Seafood Shack,Italian,Kolkata,4.6,4/6/2023
REST35814,Spice Hub,Indian,Ahmedabad,4.1,2/12/2019
REST43560,Cafe Delight,Italian,Chennai,1.7,10/3/2022
REST20431,Food Fiesta,Mexican,Hyderabad,4.5,12/10/2023
REST40463,Tasty Corner,Indian,Bangalore,3.1,4/12/2018
REST28231,Burger Barn,Japanese,Hyderabad,4.6,11/9/2016
REST13313,Pasta Point,Indian,Ahmedabad,2.3,2/23/2018
REST49952,Seafood Shack,Continental,Pune,2.8,8/15/2018
REST39466,Biryani House,Japanese,Pune,2.1,5/15/2022
REST10484,Sandwich Stop,Japanese,Delhi,3,3/28/2020
REST30763,Pizza Palace,Mediterranean,Mumbai,3.3,3/23/2022
REST13590,Seafood Shack,Continental,Delhi,3.9,6/10/2018
REST15261,Burger Barn,Japanese,Mumbai,3.6,2/5/2020
REST05707,Cafe Delight,Mediterranean,Delhi,4.8,1/9/2021
REST11964,Biryani House,Indian,Ahmedabad,1.5,3/28/2021
REST10103,Sandwich Stop,Chinese,Chennai,4,2/3/2019
REST27847,Burger Barn,Italian,Pune,4.9,7/11/2021
REST42753,Salad Shack,Indian,Bangalore,1.2,8/13/2024
REST29392,Pasta Point,Japanese,Mumbai,4.8,2/10/2020
REST14492,Sweet Treats,Chinese,Bangalore,2.4,4/10/2022
REST27728,Tasty Corner,Continental,Pune,1,4/18/2020
REST41756,Biryani House,Chinese,Delhi,2.2,9/16/2019
REST12791,Food Fiesta,Japanese,Delhi,1.2,8/25/2020
REST36529,Pizza Palace,Mediterranean,Pune,2.6,6/18/2024
REST14751,Sushi Station,Continental,Delhi,4,8/20/2021
REST47749,Burger Barn,Italian,Delhi,1.7,10/27/2023
REST19255,Cafe Delight,Mexican,Ahmedabad,4,1/3/2021
REST13143,Biryani House,Italian,Hyderabad,3,11/22/2023
REST11264,Sandwich Stop,Indian,Pune,3.3,1/26/2024
REST28990,Salad Shack,Mediterranean,Kolkata,4.1,6/23/2021
REST09278,Pasta Point,Italian,Kolkata,4.5,2/14/2024
REST20467,Food Fiesta,Italian,Mumbai,4,3/7/2022
REST40642,Seafood Shack,Italian,Ahmedabad,3.8,9/5/2021
REST17620,Noodle Point,Mexican,Delhi,4.2,7/13/2023
REST36252,Cafe Delight,Indian,Ahmedabad,2.8,6/25/2016
REST29334,Seafood Shack,Continental,Kolkata,4.5,4/19/2022
REST40505,Spice Hub,Chinese,Hyderabad,2.1,10/13/2020
REST31258,Pizza Palace,Mexican,Bangalore,1.4,11/15/2024
REST37659,Food Fiesta,Japanese,Chennai,5,8/14/2022
REST09183,Spice Hub,Chinese,Pune,3.2,7/13/2021
REST30814,Seafood Shack,Mediterranean,Bangalore,2.2,2/26/2019
REST02159,Pasta Point,Mexican,Ahmedabad,2.5,9/21/2018
REST45515,Grill House,Japanese,Chennai,1.5,1/18/2021
REST03792,Food Fiesta,Japanese,Ahmedabad,2.5,2/2/2023
REST10377,Sushi Station,Italian,Delhi,4.2,9/10/2021
REST08296,Cafe Delight,Italian,Delhi,2.4,8/21/2019
REST20450,Grill House,Mediterranean,Ahmedabad,2.6,11/2/2018
REST02795,Grill House,Mediterranean,Kolkata,3.3,1/14/2024
REST19244,Cafe Delight,Indian,Pune,2.7,6/7/2021
REST30397,Sandwich Stop,Mediterranean,Delhi,4.5,12/18/2016
REST22315,Sweet Treats,Italian,Mumbai,3.7,9/10/2020
REST27587,Grill House,Mediterranean,Mumbai,3.3,3/2/2020
REST19043,Seafood Shack,Mediterranean,Chennai,4,10/1/2022
REST09455,Sandwich Stop,Indian,Hyderabad,4.5,2/14/2018
REST35405,Sushi Station,Italian,Chennai,2.1,10/24/2020
REST25338,Pizza Palace,Continental,Chennai,3.8,12/6/2020
REST45371,Noodle Point,Mediterranean,Chennai,5,11/12/2017
REST15776,Spice Hub,Continental,Pune,4.6,4/5/2023
REST36955,Spice Hub,Indian,Pune,1.6,1/18/2019
REST00273,Cafe Delight,Mexican,Hyderabad,1.7,4/11/2019
REST31454,Pizza Palace,Continental,Ahmedabad,2.5,3/17/2019
REST02471,Pizza Palace,Mexican,Pune,2,7/17/2021
REST35671,Burger Barn,Japanese,Bangalore,1.7,12/13/2016
REST37232,Grill House,Chinese,Bangalore,3.3,4/4/2022
REST07392,Spice Hub,Japanese,Bangalore,2.8,10/12/2016
REST08935,Cafe Delight,Mediterranean,Hyderabad,3.2,5/24/2024
REST10606,Pasta Point,Mexican,Delhi,3.8,6/24/2016
REST01947,Pasta Point,Mediterranean,Mumbai,3.5,11/21/2023
REST15248,Spice Hub,Mediterranean,Chennai,3,4/28/2016
REST36409,Burger Barn,Japanese,Mumbai,4.2,5/27/2019
REST10272,Sweet Treats,Chinese,Delhi,3.9,6/7/2024
REST26882,Sweet Treats,Japanese,Pune,4.9,2/28/2019
REST21385,Noodle Point,Indian,Chennai,3.5,8/5/2024
REST22349,Spice Hub,Italian,Hyderabad,1.7,11/11/2022
REST43528,Grill House,Chinese,Hyderabad,1.1,7/12/2021
REST25599,Tasty Corner,Japanese,Chennai,1,3/8/2019
REST40061,Burger Barn,Indian,Pune,2.4,11/16/2016
REST23899,Sweet Treats,Continental,Bangalore,4.2,5/6/2019
REST49992,Salad Shack,Chinese,Kolkata,2.4,6/27/2019
REST05120,Grill House,Chinese,Ahmedabad,1,11/25/2022
REST41857,Food Fiesta,Japanese,Kolkata,3.7,8/1/2021
REST41380,Biryani House,Japanese,Kolkata,3.4,6/16/2020
REST02934,Pizza Palace,Continental,Mumbai,2.3,1/28/2022
REST01346,Grill House,Mediterranean,Delhi,4.4,10/8/2021
REST16792,Burger Barn,Japanese,Ahmedabad,3.2,2/1/2019
REST11277,Seafood Shack,Mexican,Bangalore,3.7,8/6/2021
REST25179,Salad Shack,Italian,Pune,1.8,5/27/2023
REST21322,Cafe Delight,Chinese,Hyderabad,3.4,9/5/2018
REST27906,Tasty Corner,Chinese,Chennai,1.1,3/8/2019
REST41348,Cafe Delight,Indian,Ahmedabad,4.8,10/17/2022
REST29647,Sweet Treats,Continental,Kolkata,4.7,3/14/2023
REST01171,Burger Barn,Chinese,Pune,2.5,12/8/2019
REST34043,Seafood Shack,Chinese,Ahmedabad,4.1,3/19/2018
REST44147,Burger Barn,Chinese,Hyderabad,2.9,4/24/2023
REST42542,Food Fiesta,Japanese,Chennai,4.9,1/11/2020
REST04113,Pizza Palace,Mediterranean,Hyderabad,1.5,9/22/2016
REST15427,Pasta Point,Japanese,Bangalore,3.5,9/19/2017
REST45697,Burger Barn,Continental,Chennai,3.4,10/23/2022
REST12438,Cafe Delight,Japanese,Pune,2.8,12/3/2021
REST12598,Biryani House,Japanese,Kolkata,3.2,8/22/2017
REST11232,Sandwich Stop,Indian,Bangalore,2.5,6/5/2022
REST22385,Pasta Point,Indian,Kolkata,4.7,9/18/2019
REST09019,Noodle Point,Japanese,Delhi,4,10/12/2022
REST19574,Cafe Delight,Italian,Chennai,3.9,11/9/2016
REST17696,Tasty Corner,Indian,Hyderabad,3.9,11/3/2024
REST23792,Sweet Treats,Chinese,Mumbai,3.3,9/6/2020
REST02014,Sandwich Stop,Indian,Kolkata,2,1/5/2021
REST10231,Seafood Shack,Continental,Pune,1,2/8/2022
REST48610,Spice Hub,Indian,Kolkata,4.9,8/17/2021
REST31934,Food Fiesta,Continental,Pune,4.9,12/14/2019
REST40194,Tasty Corner,Chinese,Pune,1.4,4/25/2022
REST03512,Spice Hub,Japanese,Ahmedabad,2,6/13/2021
REST30269,Sushi Station,Continental,Ahmedabad,2.8,7/16/2019
REST01124,Pasta Point,Continental,Pune,1.8,4/16/2021
REST38910,Pizza Palace,Mediterranean,Mumbai,4.4,8/3/2024
REST48947,Salad Shack,Japanese,Hyderabad,1.4,12/22/2021
REST23551,Food Fiesta,Japanese,Pune,1.4,12/9/2024
REST43828,Noodle Point,Italian,Hyderabad,2.3,1/13/2023
REST13702,Grill House,Chinese,Hyderabad,4.9,10/17/2016
REST23143,Pasta Point,Mexican,Ahmedabad,2,3/15/2019
REST00141,Pasta Point,Japanese,Delhi,2.6,6/25/2023
REST18601,Tasty Corner,Continental,Mumbai,2.7,8/14/2017
REST00653,Cafe Delight,Italian,Hyderabad,2.4,6/25/2024
REST08931,Sushi Station,Chinese,Delhi,3,11/23/2018
REST48846,Sushi Station,Italian,Mumbai,1.6,4/23/2022
REST48971,Salad Shack,Mexican,Mumbai,4.3,1/1/2018
REST33909,Pizza Palace,Mediterranean,Mumbai,3.3,1/26/2019
REST07647,Salad Shack,Chinese,Mumbai,4.7,11/26/2017
REST22253,Seafood Shack,Japanese,Bangalore,3.6,2/4/2017
REST18867,Sushi Station,Chinese,Kolkata,2.7,8/3/2018
REST13694,Burger Barn,Mediterranean,Chennai,1.9,7/15/2023
REST33585,Sandwich Stop,Indian,Pune,4.1,4/26/2016
REST41863,Spice Hub,Chinese,Mumbai,1.3,2/10/2024
REST18842,Food Fiesta,Italian,Hyderabad,1.7,12/7/2023
REST35126,Sweet Treats,Mexican,Bangalore,4.1,12/11/2017
REST41728,Salad Shack,Chinese,Kolkata,1.6,2/19/2018
REST11760,Sweet Treats,Italian,Ahmedabad,2.2,1/9/2022
REST43182,Pizza Palace,Mediterranean,Hyderabad,1.9,7/18/2016
REST38881,Biryani House,Chinese,Bangalore,3.5,11/11/2016
REST05039,Spice Hub,Japanese,Bangalore,1,9/20/2021
REST48703,Sushi Station,Japanese,Bangalore,3.9,8/26/2022
REST12145,Biryani House,Continental,Delhi,2.8,10/26/2019
REST08777,Sushi Station,Italian,Ahmedabad,1.9,2/26/2017
REST03621,Grill House,Japanese,Delhi,1,6/27/2023
REST00110,Pasta Point,Italian,Hyderabad,1.3,2/21/2019
REST32901,Sweet Treats,Japanese,Bangalore,4.6,3/7/2018
REST24579,Sushi Station,Japanese,Chennai,3.2,7/2/2023
REST25053,Grill House,Chinese,Chennai,4.3,5/12/2023
REST17878,Seafood Shack,Mexican,Chennai,1.1,12/7/2024
REST29414,Grill House,Italian,Pune,4.5,5/10/2020
REST34238,Spice Hub,Indian,Kolkata,2.4,9/26/2020
REST28808,Cafe Delight,Italian,Chennai,1.8,10/12/2022
REST44949,Burger Barn,Japanese,Hyderabad,1.1,2/23/2021
REST38739,Noodle Point,Japanese,Delhi,3.9,10/14/2017
REST29816,Biryani House,Continental,Delhi,1,4/19/2022
REST03291,Sandwich Stop,Continental,Bangalore,2.1,7/27/2024
REST17702,Pizza Palace,Mexican,Mumbai,3.4,1/28/2023
REST05840,Biryani House,Italian,Delhi,2.7,7/21/2016
REST34062,Biryani House,Italian,Bangalore,4.7,9/23/2019
REST03520,Sandwich Stop,Mediterranean,Kolkata,2.2,11/2/2021
REST26215,Cafe Delight,Mediterranean,Chennai,4.5,3/14/2022
REST19021,Grill House,Mexican,Hyderabad,3.4,4/2/2018
REST30575,Seafood Shack,Italian,Chennai,3.7,5/4/2020
REST35417,Cafe Delight,Chinese,Kolkata,1.6,8/10/2020
REST07731,Cafe Delight,Indian,Ahmedabad,5,2/6/2018
REST46092,Pizza Palace,Indian,Chennai,4.4,5/18/2023
REST39060,Noodle Point,Continental,Ahmedabad,1.6,10/8/2017
REST30995,Burger Barn,Mexican,Kolkata,1.2,12/14/2016
REST05599,Sweet Treats,Japanese,Pune,1.6,8/8/2018
REST35213,Spice Hub,Chinese,Kolkata,2.6,9/23/2017
REST45750,Pizza Palace,Chinese,Bangalore,2,8/24/2016
REST00605,Burger Barn,Mediterranean,Delhi,1.9,5/17/2022
REST43430,Grill House,Continental,Pune,1.3,1/17/2016
REST17253,Spice Hub,Continental,Mumbai,3.6,9/23/2022
REST35546,Sushi Station,Indian,Bangalore,2.7,8/27/2018
REST25089,Cafe Delight,Chinese,Delhi,2.9,8/27/2022
REST01942,Sandwich Stop,Indian,Mumbai,2.9,7/4/2023
REST02210,Sandwich Stop,Mediterranean,Mumbai,4.1,10/1/2020
REST37148,Salad Shack,Mediterranean,Mumbai,3.6,3/27/2021
REST05603,Pasta Point,Mexican,Mumbai,4.9,1/3/2019
REST20905,Tasty Corner,Japanese,Chennai,4.5,12/11/2017
REST22106,Cafe Delight,Mexican,Ahmedabad,3,9/5/2020
REST25123,Spice Hub,Italian,Delhi,1.7,12/11/2021
REST36824,Salad Shack,Indian,Pune,1.2,10/1/2021
REST26755,Tasty Corner,Continental,Kolkata,4.4,8/6/2023
REST33465,Sushi Station,Italian,Chennai,3.7,1/5/2024
REST38365,Sweet Treats,Mexican,Ahmedabad,4.5,12/11/2018
REST26621,Pizza Palace,Continental,Kolkata,2,7/15/2016
REST14999,Spice Hub,Indian,Pune,1.6,2/2/2021
REST04754,Spice Hub,Japanese,Kolkata,1.3,1/21/2021
REST42120,Burger Barn,Italian,Pune,2.4,6/16/2016
REST42440,Burger Barn,Mexican,Delhi,4.1,2/15/2019
REST35408,Burger Barn,Mexican,Ahmedabad,3.2,6/22/2022
REST04133,Food Fiesta,Chinese,Bangalore,2.8,10/14/2022
REST00765,Pasta Point,Indian,Ahmedabad,1.3,8/22/2016
REST08386,Grill House,Indian,Hyderabad,3,6/20/2022
REST42098,Burger Barn,Mediterranean,Chennai,1.6,2/23/2017
REST06543,Salad Shack,Japanese,Delhi,4.8,3/28/2016
REST12124,Sandwich Stop,Mediterranean,Delhi,3,5/15/2021
REST28282,Sandwich Stop,Italian,Mumbai,3.6,3/6/2020
REST05279,Sweet Treats,Mediterranean,Bangalore,1.2,9/24/2019
REST21258,Cafe Delight,Italian,Pune,2.9,2/27/2023
REST34559,Food Fiesta,Italian,Mumbai,4.6,1/15/2021
REST20796,Sandwich Stop,Mediterranean,Hyderabad,1.6,7/26/2016
REST36936,Tasty Corner,Chinese,Kolkata,3.6,6/10/2024
REST25300,Seafood Shack,Italian,Hyderabad,2.4,12/3/2023
REST21804,Seafood Shack,Indian,Pune,4.6,9/8/2022
REST40692,Food Fiesta,Mexican,Pune,1.6,3/16/2018
REST48296,Spice Hub,Indian,Kolkata,2.2,12/15/2024
REST44910,Tasty Corner,Continental,Pune,4.9,10/18/2020
REST46453,Food Fiesta,Continental,Ahmedabad,4,6/12/2023
REST29813,Biryani House,Japanese,Chennai,4.3,1/9/2024
