Order_item_id,Order_id,Menu_item,Quantity,Price
OI09475,ORD59683,Sushi,5,348
OI09476,ORD86261,Salad,2,497
OI09477,ORD79800,Sandwich,4,497
OI09478,ORD68205,Biryani,4,88
OI09479,ORD21475,Sushi,4,134
OI09480,ORD16879,Ice Cream,1,452
OI09481,ORD31132,Cake,2,58
OI09482,ORD91086,Sandwich,1,313
OI09483,ORD13339,Cake,5,76
OI09484,ORD37516,Sandwich,5,368
OI09485,ORD43441,Soup,2,215
OI09486,ORD21833,Soup,1,346
OI09487,ORD49685,Tacos,1,410
OI09488,ORD15766,Sushi,3,358
OI09489,ORD88398,Steak,2,57
OI09490,ORD90409,Sandwich,1,296
OI09491,ORD04223,Sushi,2,99
OI09492,ORD72550,Salad,4,155
OI09493,ORD19015,Ice Cream,4,52
OI09494,ORD33302,Biryani,3,69
OI09495,ORD03332,Sandwich,2,154
OI09496,ORD17289,Fries,1,213
OI09497,ORD05063,Ice Cream,5,286
OI09498,ORD45611,Soup,5,124
OI09499,ORD32408,Salad,5,255
OI09500,ORD53898,Wrap,2,108
OI09501,ORD50944,Cake,2,277
OI09502,ORD26837,Tacos,1,458
OI09503,ORD71843,Sushi,2,205
OI09504,ORD77625,Ice Cream,1,334
OI09505,ORD56094,Biryani,3,304
OI09506,ORD67165,Soup,3,88
OI09507,ORD63707,Sushi,2,429
OI09508,ORD85173,Pasta,3,63
OI09509,ORD90723,Burger,3,122
OI09510,ORD80640,Salad,5,435
OI09511,ORD50818,Biryani,4,495
OI09512,ORD63045,Sandwich,4,164
OI09513,ORD35332,Cake,4,60
OI09514,ORD34521,Pasta,1,186
OI09515,ORD16710,Ice Cream,5,167
OI09516,ORD53245,Cake,2,276
OI09517,ORD24470,Cake,5,243
OI09518,ORD37561,Burger,5,213
OI09519,ORD50709,Fries,2,347
OI09520,ORD45109,Pasta,2,487
OI09521,ORD90379,Cake,1,321
OI09522,ORD29162,Ice Cream,1,256
OI09523,ORD62074,Pizza,1,243
OI09524,ORD62598,Wrap,2,344
OI09525,ORD23777,Soup,2,222
OI09526,ORD04536,Fries,2,435
OI09527,ORD44224,Burger,2,234
OI09528,ORD71255,Pasta,1,425
OI09529,ORD65058,Biryani,5,93
OI09530,ORD77234,Sushi,4,301
OI09531,ORD22066,Pasta,3,62
OI09532,ORD60379,Burger,5,496
OI09533,ORD07950,Fries,3,437
OI09534,ORD08116,Biryani,5,241
OI09535,ORD90333,Sandwich,5,406
OI09536,ORD22773,Salad,5,269
OI09537,ORD18714,Wrap,1,493
OI09538,ORD07354,Tacos,4,131
OI09539,ORD34942,Ice Cream,1,354
OI09540,ORD25625,Wrap,3,470
OI09541,ORD73372,Ice Cream,5,334
OI09542,ORD46525,Burger,4,283
OI09543,ORD60778,Pasta,1,210
OI09544,ORD61141,Steak,2,432
OI09545,ORD41813,Wrap,3,406
OI09546,ORD89857,Burger,2,462
OI09547,ORD83660,Biryani,5,390
OI09548,ORD73844,Biryani,2,325
OI09549,ORD53179,Biryani,4,188
OI09550,ORD00181,Sandwich,3,402
OI09551,ORD12560,Pizza,3,81
OI09552,ORD18453,Salad,5,52
OI09553,ORD15499,Cake,4,389
OI09554,ORD11811,Sandwich,4,344
OI09555,ORD02641,Wrap,1,294
OI09556,ORD42180,Noodles,1,322
OI09557,ORD44686,Biryani,2,232
OI09558,ORD23280,Wrap,1,427
OI09559,ORD48965,Pasta,2,473
OI09560,ORD85499,Sushi,2,442
OI09561,ORD07753,Wrap,2,334
OI09562,ORD57458,Biryani,4,480
OI09563,ORD02318,Sandwich,4,423
OI09564,ORD72075,Pizza,4,92
OI09565,ORD20590,Salad,3,62
OI09566,ORD19778,Pasta,5,65
OI09567,ORD16057,Fries,4,53
OI09568,ORD04745,Ice Cream,5,213
OI09569,ORD01288,Noodles,5,272
OI09570,ORD46855,Pasta,4,141
OI09571,ORD51299,Pasta,5,212
OI09572,ORD30366,Steak,1,182
OI09573,ORD41616,Cake,2,350
OI09574,ORD38192,Cake,1,243
OI09575,ORD47332,Burger,1,389
OI09576,ORD78093,Tacos,2,448
OI09577,ORD53509,Biryani,3,252
OI09578,ORD02057,Tacos,2,464
OI09579,ORD50184,Pizza,4,425
OI09580,ORD89458,Noodles,1,454
OI09581,ORD08972,Soup,5,122
OI09582,ORD83194,Sushi,5,432
OI09583,ORD28289,Noodles,5,50
OI09584,ORD90111,Steak,4,121
OI09585,ORD13910,Tacos,3,90
OI09586,ORD25193,Salad,1,386
OI09587,ORD19626,Fries,5,403
OI09588,ORD28733,Noodles,5,241
OI09589,ORD16499,Ice Cream,1,176
OI09590,ORD37086,Burger,4,104
OI09591,ORD73946,Cake,5,326
OI09592,ORD31321,Tacos,2,66
OI09593,ORD67728,Fries,1,305
OI09594,ORD27806,Ice Cream,2,214
OI09595,ORD55134,Steak,1,284
OI09596,ORD47058,Pasta,3,465
OI09597,ORD59941,Burger,2,213
OI09598,ORD75773,Steak,1,435
OI09599,ORD43994,Wrap,4,479
OI09600,ORD83533,Salad,1,296
OI09601,ORD47535,Pasta,4,160
OI09602,ORD86801,Biryani,4,325
OI09603,ORD06916,Biryani,4,465
OI09604,ORD02824,Sushi,4,476
OI09605,ORD03261,Ice Cream,4,437
OI09606,ORD06166,Ice Cream,5,341
OI09607,ORD09241,Cake,1,450
OI09608,ORD36799,Salad,5,193
OI09609,ORD30602,Steak,2,205
OI09610,ORD41408,Wrap,4,132
OI09611,ORD22618,Tacos,5,344
OI09612,ORD25396,Cake,2,388
OI09613,ORD73406,Tacos,2,205
OI09614,ORD54884,Steak,3,309
OI09615,ORD68235,Pizza,1,245
OI09616,ORD37289,Burger,3,80
OI09617,ORD76258,Pasta,1,384
OI09618,ORD76728,Soup,3,387
OI09619,ORD81711,Salad,4,490
OI09620,ORD91081,Salad,2,369
OI09621,ORD67205,Biryani,4,102
OI09622,ORD78751,Tacos,4,114
OI09623,ORD24952,Pasta,4,143
OI09624,ORD29638,Ice Cream,5,154
OI09625,ORD06830,Salad,5,407
OI09626,ORD11845,Wrap,2,332
OI09627,ORD36318,Biryani,1,361
OI09628,ORD72448,Fries,1,255
OI09629,ORD47865,Pizza,4,341
OI09630,ORD78428,Pasta,5,395
OI09631,ORD44276,Soup,3,398
OI09632,ORD83814,Salad,2,500
OI09633,ORD03327,Burger,4,380
OI09634,ORD90057,Biryani,4,363
OI09635,ORD80888,Noodles,4,125
OI09636,ORD76028,Pasta,5,195
OI09637,ORD31774,Steak,2,63
OI09638,ORD11109,Burger,4,192
OI09639,ORD13982,Cake,1,491
OI09640,ORD13368,Ice Cream,5,270
OI09641,ORD10854,Noodles,5,165
OI09642,ORD31442,Soup,5,250
OI09643,ORD59862,Ice Cream,5,314
OI09644,ORD49449,Wrap,2,96
OI09645,ORD65248,Tacos,1,451
OI09646,ORD33766,Soup,3,405
OI09647,ORD73601,Sushi,1,313
OI09648,ORD62289,Soup,3,495
OI09649,ORD65901,Steak,4,343
OI09650,ORD13242,Sushi,2,423
OI09651,ORD49954,Wrap,3,101
OI09652,ORD89493,Noodles,3,400
OI09653,ORD86802,Pizza,5,189
OI09654,ORD16094,Sushi,4,356
OI09655,ORD12876,Sushi,4,159
OI09656,ORD00081,Sandwich,4,216
OI09657,ORD32993,Soup,4,464
OI09658,ORD21398,Ice Cream,5,269
OI09659,ORD15200,Fries,1,453
OI09660,ORD63442,Cake,4,121
OI09661,ORD02805,Salad,5,91
OI09662,ORD47368,Ice Cream,4,161
OI09663,ORD22945,Soup,1,272
OI09664,ORD34426,Noodles,1,149
OI09665,ORD50224,Ice Cream,1,249
OI09666,ORD06648,Fries,3,237
OI09667,ORD77265,Pizza,5,174
OI09668,ORD22546,Soup,3,418
OI09669,ORD61252,Soup,2,263
OI09670,ORD85758,Steak,2,272
OI09671,ORD33211,Pasta,3,418
OI09672,ORD68163,Sushi,3,372
OI09673,ORD73145,Sushi,4,482
OI09674,ORD77622,Biryani,4,327
OI09675,ORD10210,Steak,3,70
OI09676,ORD06456,Fries,5,431
OI09677,ORD15860,Ice Cream,3,68
OI09678,ORD89103,Sandwich,5,158
OI09679,ORD80082,Noodles,1,263
OI09680,ORD60776,Salad,4,83
OI09681,ORD03981,Fries,2,126
OI09682,ORD42719,Wrap,4,172
OI09683,ORD24164,Tacos,3,222
OI09684,ORD38385,Fries,5,327
OI09685,ORD51707,Cake,2,322
OI09686,ORD54612,Pizza,3,190
OI09687,ORD67496,Sushi,5,236
OI09688,ORD40319,Tacos,3,430
OI09689,ORD54573,Noodles,2,379
OI09690,ORD91437,Soup,2,428
OI09691,ORD70537,Biryani,4,318
OI09692,ORD61484,Sushi,2,149
OI09693,ORD91182,Sandwich,4,93
OI09694,ORD11330,Noodles,4,178
OI09695,ORD26263,Pasta,4,193
OI09696,ORD14005,Tacos,3,483
OI09697,ORD40521,Soup,3,337
OI09698,ORD19287,Cake,2,333
OI09699,ORD58859,Pasta,1,317
OI09700,ORD69599,Soup,5,257
OI09701,ORD42456,Wrap,3,271
OI09702,ORD56742,Biryani,2,390
OI09703,ORD50545,Soup,3,480
OI09704,ORD06786,Sushi,2,328
OI09705,ORD72059,Wrap,2,69
OI09706,ORD01351,Sandwich,5,242
OI09707,ORD80149,Burger,3,87
OI09708,ORD77338,Pasta,3,102
OI09709,ORD18251,Cake,5,58
OI09710,ORD21988,Biryani,3,256
OI09711,ORD00722,Ice Cream,1,482
OI09712,ORD40260,Noodles,5,268
OI09713,ORD10115,Tacos,1,166
OI09714,ORD46716,Cake,5,191
OI09715,ORD38176,Ice Cream,4,309
OI09716,ORD40385,Fries,2,178
OI09717,ORD80220,Cake,1,237
OI09718,ORD12608,Fries,1,429
OI09719,ORD74785,Pasta,2,278
OI09720,ORD61286,Wrap,2,447
OI09721,ORD58773,Steak,2,291
OI09722,ORD91718,Burger,4,418
OI09723,ORD54504,Pizza,3,492
OI09724,ORD05895,Sandwich,3,401
OI09725,ORD88376,Sushi,4,177
OI09726,ORD83582,Ice Cream,5,315
OI09727,ORD36589,Steak,4,360
OI09728,ORD70659,Sandwich,4,267
OI09729,ORD21820,Ice Cream,2,458
OI09730,ORD18659,Sushi,3,447
OI09731,ORD86042,Pasta,3,387
OI09732,ORD19305,Pizza,3,488
OI09733,ORD54811,Biryani,1,415
OI09734,ORD33460,Sandwich,2,470
OI09735,ORD83133,Salad,1,136
OI09736,ORD05617,Salad,5,450
OI09737,ORD42448,Sushi,5,120
OI09738,ORD79824,Fries,1,145
OI09739,ORD26025,Steak,5,191
OI09740,ORD27971,Fries,5,269
OI09741,ORD13102,Tacos,5,52
OI09742,ORD58405,Noodles,1,367
OI09743,ORD27784,Pizza,3,156
OI09744,ORD52225,Steak,5,296
OI09745,ORD58150,Soup,2,397
OI09746,ORD36278,Burger,4,324
OI09747,ORD17004,Fries,1,379
OI09748,ORD64534,Biryani,5,295
OI09749,ORD79051,Sandwich,1,476
OI09750,ORD72887,Sushi,4,71
OI09751,ORD63368,Pasta,3,54
OI09752,ORD09273,Sushi,4,110
OI09753,ORD09405,Noodles,1,426
OI09754,ORD23691,Ice Cream,2,412
OI09755,ORD88811,Sushi,5,276
OI09756,ORD11295,Soup,5,65
OI09757,ORD33659,Sushi,4,216
OI09758,ORD39618,Tacos,1,95
OI09759,ORD17712,Wrap,5,226
OI09760,ORD47377,Wrap,5,288
OI09761,ORD48078,Burger,2,245
OI09762,ORD60518,Fries,5,496
OI09763,ORD62760,Pizza,5,321
OI09764,ORD68542,Steak,2,64
OI09765,ORD48118,Sushi,4,121
OI09766,ORD84982,Ice Cream,4,437
OI09767,ORD25828,Biryani,2,433
OI09768,ORD91179,Sandwich,5,117
OI09769,ORD13432,Cake,5,178
OI09770,ORD86910,Ice Cream,5,267
OI09771,ORD41754,Wrap,4,116
OI09772,ORD28255,Sandwich,1,236
OI09773,ORD49514,Soup,2,88
OI09774,ORD48702,Ice Cream,2,256
OI09775,ORD21736,Fries,1,406
OI09776,ORD64864,Pasta,2,241
OI09777,ORD70678,Ice Cream,1,300
OI09778,ORD50287,Biryani,3,270
OI09779,ORD87118,Soup,3,53
OI09780,ORD58311,Sushi,1,342
OI09781,ORD81052,Pasta,2,487
OI09782,ORD86899,Steak,3,87
OI09783,ORD76783,Sandwich,5,417
OI09784,ORD48774,Pasta,4,476
OI09785,ORD60770,Pasta,5,154
OI09786,ORD30981,Fries,3,458
OI09787,ORD30136,Pizza,1,165
OI09788,ORD03138,Noodles,5,145
OI09789,ORD48408,Ice Cream,1,266
OI09790,ORD17556,Salad,5,219
OI09791,ORD31721,Burger,5,179
OI09792,ORD43202,Fries,2,413
OI09793,ORD39745,Pizza,2,491
OI09794,ORD85312,Noodles,1,396
OI09795,ORD25305,Tacos,2,246
OI09796,ORD58185,Biryani,2,224
OI09797,ORD79180,Steak,3,325
OI09798,ORD42238,Pizza,3,202
OI09799,ORD14525,Burger,1,424
OI09800,ORD60773,Steak,4,223
OI09801,ORD64309,Pizza,1,405
OI09802,ORD58144,Pasta,4,74
OI09803,ORD72398,Burger,4,267
OI09804,ORD18303,Pasta,3,448
OI09805,ORD52905,Steak,5,471
OI09806,ORD00510,Fries,3,340
OI09807,ORD03015,Pasta,4,204
OI09808,ORD80114,Sandwich,5,381
OI09809,ORD18916,Sandwich,5,245
OI09810,ORD14627,Tacos,1,474
OI09811,ORD02970,Cake,5,111
OI09812,ORD32635,Cake,5,333
OI09813,ORD23615,Tacos,2,132
OI09814,ORD69548,Noodles,5,324
OI09815,ORD39579,Steak,3,264
OI09816,ORD53536,Soup,1,176
OI09817,ORD48708,Soup,2,397
OI09818,ORD36482,Tacos,2,380
OI09819,ORD82383,Steak,2,376
OI09820,ORD76417,Biryani,4,353
OI09821,ORD69987,Pasta,1,290
OI09822,ORD51465,Pasta,4,154
OI09823,ORD90171,Cake,2,393
OI09824,ORD08143,Steak,4,481
OI09825,ORD14069,Noodles,4,482
OI09826,ORD05082,Ice Cream,4,368
OI09827,ORD10064,Sushi,4,233
OI09828,ORD87662,Tacos,5,184
OI09829,ORD34970,Biryani,5,202
OI09830,ORD38615,Steak,1,95
OI09831,ORD17917,Ice Cream,4,390
OI09832,ORD23129,Wrap,1,386
OI09833,ORD57851,Burger,1,375
OI09834,ORD84495,Wrap,1,300
OI09835,ORD32899,Biryani,4,446
OI09836,ORD00274,Sandwich,4,404
OI09837,ORD61361,Burger,4,82
OI09838,ORD16238,Noodles,2,51
OI09839,ORD15658,Pizza,4,495
OI09840,ORD12167,Cake,4,484
OI09841,ORD91908,Sushi,5,194
OI09842,ORD88221,Sushi,5,222
OI09843,ORD40751,Pizza,4,116
OI09844,ORD43792,Pasta,4,175
OI09845,ORD25266,Steak,1,84
OI09846,ORD62130,Cake,2,325
OI09847,ORD43603,Cake,1,219
OI09848,ORD43178,Burger,1,355
OI09849,ORD73709,Fries,1,473
OI09850,ORD51268,Pizza,3,231
OI09851,ORD91782,Soup,2,411
OI09852,ORD46030,Burger,3,414
OI09853,ORD85602,Salad,1,434
OI09854,ORD05148,Wrap,4,103
OI09855,ORD69655,Pizza,4,413
OI09856,ORD24262,Salad,4,476
OI09857,ORD82638,Steak,3,94
OI09858,ORD06733,Tacos,3,444
OI09859,ORD18247,Sandwich,1,351
OI09860,ORD27114,Fries,5,369
OI09861,ORD26722,Sandwich,5,274
OI09862,ORD12147,Noodles,5,182
OI09863,ORD32702,Steak,5,140
OI09864,ORD30419,Fries,1,362
OI09865,ORD29574,Wrap,2,113
OI09866,ORD75508,Tacos,1,296
OI09867,ORD35554,Cake,1,195
OI09868,ORD59495,Soup,5,265
OI09869,ORD54668,Pizza,3,444
OI09870,ORD66215,Wrap,2,187
OI09871,ORD68563,Steak,1,307
OI09872,ORD37015,Tacos,4,443
OI09873,ORD88944,Sandwich,1,262
OI09874,ORD45557,Pizza,3,126
OI09875,ORD76087,Pasta,4,361
OI09876,ORD02499,Pasta,5,453
OI09877,ORD90704,Sandwich,4,454
OI09878,ORD91437,Noodles,4,416
OI09879,ORD04420,Salad,4,322
OI09880,ORD07197,Ice Cream,5,115
OI09881,ORD29325,Pasta,4,183
OI09882,ORD24531,Soup,2,184
OI09883,ORD36045,Tacos,3,96
OI09884,ORD09046,Tacos,5,257
OI09885,ORD18449,Cake,1,362
OI09886,ORD78851,Fries,1,171
OI09887,ORD47674,Soup,3,275
OI09888,ORD65928,Steak,5,270
OI09889,ORD35014,Burger,4,464
OI09890,ORD72171,Pizza,1,373
OI09891,ORD72872,Wrap,3,367
OI09892,ORD77821,Sushi,3,471
OI09893,ORD80631,Sandwich,2,350
OI09894,ORD61874,Burger,3,92
OI09895,ORD72648,Fries,4,103
OI09896,ORD17709,Pizza,4,456
OI09897,ORD22692,Ice Cream,4,407
OI09898,ORD02026,Salad,3,271
OI09899,ORD17257,Noodles,5,207
OI09900,ORD29075,Steak,4,327
OI09901,ORD47362,Salad,4,280
OI09902,ORD16482,Wrap,4,304
OI09903,ORD55715,Steak,1,384
OI09904,ORD19684,Soup,3,388
OI09905,ORD79957,Sandwich,2,481
OI09906,ORD91240,Steak,3,361
OI09907,ORD87783,Burger,4,343
OI09908,ORD76861,Sushi,4,114
OI09909,ORD68818,Pizza,4,142
OI09910,ORD24861,Soup,2,418
OI09911,ORD04163,Steak,4,158
OI09912,ORD21206,Cake,1,457
OI09913,ORD33322,Ice Cream,5,245
OI09914,ORD06503,Salad,5,199
OI09915,ORD27057,Wrap,1,214
OI09916,ORD57818,Noodles,5,293
OI09917,ORD47702,Fries,2,86
OI09918,ORD61424,Fries,1,401
OI09919,ORD29646,Wrap,2,386
OI09920,ORD69184,Pizza,1,293
OI09921,ORD58295,Tacos,3,473
OI09922,ORD52395,Soup,3,332
OI09923,ORD06295,Biryani,1,337
OI09924,ORD42975,Tacos,3,67
OI09925,ORD02641,Salad,3,366
OI09926,ORD81471,Sandwich,5,154
OI09927,ORD10730,Biryani,4,349
OI09928,ORD08722,Biryani,5,133
OI09929,ORD88224,Sushi,4,180
OI09930,ORD29170,Wrap,4,446
OI09931,ORD01940,Noodles,5,351
OI09932,ORD13157,Cake,1,95
OI09933,ORD59058,Salad,5,212
OI09934,ORD88734,Ice Cream,5,171
OI09935,ORD42268,Fries,5,140
OI09936,ORD38778,Burger,2,145
OI09937,ORD48182,Ice Cream,1,125
OI09938,ORD76108,Noodles,1,215
OI09939,ORD19877,Cake,3,202
OI09940,ORD63429,Pizza,5,197
OI09941,ORD20536,Wrap,2,391
OI09942,ORD57428,Soup,2,238
OI09943,ORD81901,Soup,2,253
OI09944,ORD29057,Pizza,3,399
OI09945,ORD65889,Biryani,2,352
OI09946,ORD70904,Burger,4,471
OI09947,ORD73238,Pasta,3,440
OI09948,ORD02967,Soup,3,500
OI09949,ORD91510,Cake,5,335
OI09950,ORD11056,Cake,2,485
OI09951,ORD87921,Sandwich,5,135
OI09952,ORD72576,Salad,5,238
OI09953,ORD53302,Salad,4,106
OI09954,ORD02003,Cake,2,89
OI09955,ORD40972,Fries,3,147
OI09956,ORD20274,Tacos,2,173
OI09957,ORD34264,Ice Cream,4,308
OI09958,ORD47356,Ice Cream,1,302
OI09959,ORD52338,Soup,3,169
OI09960,ORD57013,Biryani,5,225
OI09961,ORD33373,Fries,2,420
OI09962,ORD47659,Salad,1,361
OI09963,ORD84490,Steak,2,394
OI09964,ORD77762,Pasta,4,284
OI09965,ORD56120,Sushi,2,146
OI09966,ORD83741,Sushi,4,477
OI09967,ORD04120,Salad,4,491
OI09968,ORD22374,Pizza,2,56
OI09969,ORD03818,Ice Cream,1,363
OI09970,ORD17841,Fries,3,328
OI09971,ORD86201,Sandwich,1,323
OI09972,ORD33739,Fries,1,296
OI09973,ORD46886,Wrap,5,236
OI09974,ORD16950,Tacos,3,220
OI09975,ORD49796,Steak,2,381
OI09976,ORD43302,Steak,3,446
OI09977,ORD11670,Biryani,1,293
OI09978,ORD58289,Wrap,2,484
OI09979,ORD87987,Sandwich,4,276
OI09980,ORD72906,Burger,4,61
OI09981,ORD73482,Pasta,3,67
OI09982,ORD14427,Ice Cream,4,475
OI09983,ORD19978,Biryani,2,238
OI09984,ORD90414,Salad,5,472
OI09985,ORD35876,Sushi,5,215
OI09986,ORD06027,Fries,5,145
OI09987,ORD42859,Ice Cream,4,171
OI09988,ORD33307,Noodles,1,290
OI09989,ORD26846,Tacos,2,154
OI09990,ORD85138,Ice Cream,1,212
OI09991,ORD05134,Cake,1,393
OI09992,ORD69652,Pasta,1,302
OI09993,ORD56450,Pizza,3,422
OI09994,ORD54949,Steak,2,226
OI09995,ORD87861,Steak,3,384
OI09996,ORD50350,Burger,2,473
OI09997,ORD03621,Sushi,2,381
OI09998,ORD68424,Pizza,4,165
OI09999,ORD79462,Noodles,4,304
OI10000,ORD32699,Soup,3,79
OI10001,ORD63713,Sushi,3,439
OI10002,ORD16752,Ice Cream,4,179
OI10003,ORD25653,Cake,5,121
OI10004,ORD78535,Noodles,5,361
OI10005,ORD51087,Noodles,5,61
OI10006,ORD86888,Cake,1,380
OI10007,ORD46818,Tacos,2,436
OI10008,ORD28080,Sandwich,5,112
OI10009,ORD01233,Salad,4,440
OI10010,ORD38097,Pasta,4,99
OI10011,ORD77550,Salad,1,124
OI10012,ORD23982,Soup,4,139
OI10013,ORD24114,Ice Cream,5,259
OI10014,ORD06189,Fries,5,484
OI10015,ORD51195,Ice Cream,1,348
OI10016,ORD60063,Burger,3,120
OI10017,ORD46861,Soup,5,270
OI10018,ORD50973,Wrap,2,431
OI10019,ORD29331,Steak,4,289
OI10020,ORD89667,Cake,1,345
OI10021,ORD62523,Pasta,5,261
OI10022,ORD76810,Biryani,1,390
OI10023,ORD68503,Biryani,3,469
OI10024,ORD59215,Steak,3,483
OI10025,ORD05416,Biryani,3,90
OI10026,ORD07691,Salad,5,408
OI10027,ORD19835,Noodles,2,404
OI10028,ORD81568,Sandwich,5,257
OI10029,ORD16180,Wrap,5,480
OI10030,ORD28328,Biryani,4,179
OI10031,ORD34517,Fries,1,129
OI10032,ORD10733,Tacos,5,325
OI10033,ORD28073,Wrap,5,254
OI10034,ORD43990,Steak,1,211
OI10035,ORD58244,Cake,5,299
OI10036,ORD52014,Pizza,3,209
OI10037,ORD64421,Tacos,2,403
OI10038,ORD44294,Burger,2,450
OI10039,ORD81125,Biryani,2,418
OI10040,ORD03082,Wrap,1,414
OI10041,ORD65112,Biryani,5,66
OI10042,ORD89647,Ice Cream,5,167
OI10043,ORD58734,Noodles,4,231
OI10044,ORD36621,Tacos,4,140
OI10045,ORD14979,Sandwich,5,211
OI10046,ORD30242,Wrap,1,64
OI10047,ORD41492,Ice Cream,1,222
OI10048,ORD17319,Fries,1,310
OI10049,ORD62590,Pizza,1,219
OI10050,ORD68700,Sandwich,5,413
OI10051,ORD46430,Burger,3,260
OI10052,ORD83229,Tacos,3,485
OI10053,ORD54190,Biryani,1,323
OI10054,ORD67282,Biryani,2,467
OI10055,ORD01893,Soup,4,76
OI10056,ORD69540,Sushi,5,390
OI10057,ORD41828,Pizza,3,50
OI10058,ORD53857,Pasta,4,120
OI10059,ORD13786,Cake,3,424
OI10060,ORD25003,Sandwich,5,141
OI10061,ORD90753,Noodles,5,469
OI10062,ORD44057,Noodles,5,230
OI10063,ORD07106,Salad,4,198
OI10064,ORD29941,Steak,4,169
OI10065,ORD39345,Cake,2,404
OI10066,ORD35657,Burger,2,472
OI10067,ORD80928,Ice Cream,1,376
OI10068,ORD32266,Fries,2,225
OI10069,ORD53084,Pizza,1,299
OI10070,ORD72266,Soup,3,420
OI10071,ORD35291,Burger,3,269
OI10072,ORD86924,Steak,2,491
OI10073,ORD55409,Pasta,4,289
OI10074,ORD74330,Sushi,1,318
OI10075,ORD74463,Sushi,3,499
OI10076,ORD88947,Biryani,4,246
OI10077,ORD35148,Burger,3,427
OI10078,ORD71894,Pasta,5,452
OI10079,ORD90499,Cake,3,290
OI10080,ORD90598,Biryani,4,194
OI10081,ORD84998,Sushi,4,359
OI10082,ORD13849,Sushi,4,223
OI10083,ORD35108,Tacos,5,58
OI10084,ORD87990,Cake,4,87
OI10085,ORD13067,Ice Cream,5,298
OI10086,ORD16174,Fries,2,96
OI10087,ORD64184,Sandwich,4,227
OI10088,ORD37535,Soup,3,197
OI10089,ORD49679,Soup,5,166
OI10090,ORD44884,Wrap,2,378
OI10091,ORD32626,Fries,1,361
OI10092,ORD71900,Steak,2,357
OI10093,ORD74142,Sushi,3,343
OI10094,ORD74904,Pizza,1,278
OI10095,ORD44255,Pizza,4,132
OI10096,ORD83191,Ice Cream,2,418
OI10097,ORD03307,Steak,4,447
OI10098,ORD88644,Sandwich,4,458
OI10099,ORD89608,Noodles,4,467
OI10100,ORD02557,Sushi,3,136
OI10101,ORD18969,Fries,4,147
OI10102,ORD33256,Biryani,4,177
OI10103,ORD34758,Steak,1,86
OI10104,ORD13763,Noodles,4,270
OI10105,ORD18745,Tacos,1,264
OI10106,ORD55609,Pizza,5,252
OI10107,ORD82221,Salad,5,188
OI10108,ORD25656,Soup,3,393
OI10109,ORD64626,Burger,2,429
OI10110,ORD33745,Tacos,4,499
OI10111,ORD70078,Sushi,2,468
OI10112,ORD73119,Pizza,4,470
OI10113,ORD04694,Ice Cream,4,397
OI10114,ORD87821,Sushi,4,157
OI10115,ORD84364,Biryani,5,187
OI10116,ORD38971,Steak,3,97
OI10117,ORD41782,Pizza,4,291
OI10118,ORD20915,Wrap,1,74
OI10119,ORD57746,Cake,1,304
OI10120,ORD41560,Ice Cream,5,198
OI10121,ORD29903,Steak,1,345
OI10122,ORD66795,Cake,3,465
OI10123,ORD44321,Burger,3,197
OI10124,ORD72181,Wrap,1,377
OI10125,ORD40666,Soup,3,379
OI10126,ORD80271,Sandwich,1,306
OI10127,ORD89938,Tacos,3,77
OI10128,ORD65765,Burger,4,378
OI10129,ORD20406,Sandwich,4,457
OI10130,ORD72220,Soup,3,76
OI10131,ORD04459,Fries,3,434
OI10132,ORD13829,Salad,5,340
OI10133,ORD22994,Cake,5,347
OI10134,ORD19809,Sushi,5,254
OI10135,ORD07311,Salad,5,163
OI10136,ORD27569,Wrap,4,116
OI10137,ORD10587,Cake,5,295
OI10138,ORD22134,Tacos,2,77
OI10139,ORD61705,Fries,1,256
OI10140,ORD30421,Cake,2,226
OI10141,ORD55639,Soup,1,297
OI10142,ORD50844,Pasta,3,467
OI10143,ORD62094,Steak,2,168
OI10144,ORD77860,Burger,2,287
OI10145,ORD46345,Sushi,4,432
OI10146,ORD04461,Sushi,1,209
OI10147,ORD50215,Burger,3,106
OI10148,ORD69108,Pizza,4,342
OI10149,ORD89399,Pasta,4,419
OI10150,ORD06332,Sushi,4,429
OI10151,ORD83964,Salad,4,390
OI10152,ORD89177,Sandwich,4,225
OI10153,ORD00251,Ice Cream,4,79
OI10154,ORD27611,Pizza,4,149
OI10155,ORD20674,Soup,2,119
OI10156,ORD31891,Fries,3,77
OI10157,ORD04662,Fries,1,237
OI10158,ORD16208,Fries,5,341
OI10159,ORD68401,Cake,1,160
OI10160,ORD43784,Wrap,2,265
OI10161,ORD58981,Soup,5,251
OI10162,ORD27837,Steak,4,445
OI10163,ORD54449,Sandwich,1,338
OI10164,ORD67475,Wrap,3,299
OI10165,ORD70611,Sushi,3,384
OI10166,ORD73718,Sandwich,1,315
OI10167,ORD58017,Steak,3,58
OI10168,ORD03922,Fries,3,69
OI10169,ORD15435,Burger,3,446
OI10170,ORD18340,Noodles,5,396
OI10171,ORD89642,Noodles,3,250
OI10172,ORD15213,Salad,5,185
OI10173,ORD27328,Soup,4,174
OI10174,ORD40448,Biryani,4,170
OI10175,ORD09272,Tacos,3,184
OI10176,ORD35850,Soup,5,247
OI10177,ORD05880,Cake,2,249
OI10178,ORD54188,Pizza,5,395
OI10179,ORD63591,Fries,3,336
